时间,URL,方法,状态,耗时(ms),错误信息
2026/8/3 14:28:24,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600030&scale=7200&ma=no&datalen=80",GET,失败,65,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601066&scale=240&ma=no&datalen=80",GET,失败,133,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601066&scale=1200&ma=no&datalen=80",GET,失败,132,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601066&scale=7200&ma=no&datalen=80",GET,失败,124,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000001&scale=240&ma=no&datalen=80",GET,失败,69,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000001&scale=1200&ma=no&datalen=80",GET,失败,76,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000001&scale=7200&ma=no&datalen=80",GET,失败,79,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000333&scale=240&ma=no&datalen=80",GET,失败,49,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000333&scale=1200&ma=no&datalen=80",GET,失败,66,Load failed
2026/8/3 14:28:25,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000333&scale=7200&ma=no&datalen=80",GET,失败,61,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600690&scale=240&ma=no&datalen=80",GET,失败,156,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600690&scale=1200&ma=no&datalen=80",GET,失败,155,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600690&scale=7200&ma=no&datalen=80",GET,失败,154,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000651&scale=240&ma=no&datalen=80",GET,失败,81,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000651&scale=1200&ma=no&datalen=80",GET,失败,74,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000651&scale=7200&ma=no&datalen=80",GET,失败,75,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600329&scale=240&ma=no&datalen=80",GET,失败,53,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600329&scale=1200&ma=no&datalen=80",GET,失败,65,Load failed
2026/8/3 14:28:26,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600329&scale=7200&ma=no&datalen=80",GET,失败,65,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000423&scale=240&ma=no&datalen=80",GET,失败,154,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000423&scale=1200&ma=no&datalen=80",GET,失败,153,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000423&scale=7200&ma=no&datalen=80",GET,失败,150,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000538&scale=240&ma=no&datalen=80",GET,失败,75,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000538&scale=1200&ma=no&datalen=80",GET,失败,76,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000538&scale=7200&ma=no&datalen=80",GET,失败,72,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000858&scale=240&ma=no&datalen=80",GET,失败,63,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000858&scale=1200&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:27,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000858&scale=7200&ma=no&datalen=80",GET,失败,67,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000568&scale=240&ma=no&datalen=80",GET,失败,131,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000568&scale=1200&ma=no&datalen=80",GET,失败,134,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000568&scale=7200&ma=no&datalen=80",GET,失败,132,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600887&scale=240&ma=no&datalen=80",GET,失败,73,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600887&scale=1200&ma=no&datalen=80",GET,失败,84,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600887&scale=7200&ma=no&datalen=80",GET,失败,80,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601919&scale=240&ma=no&datalen=80",GET,失败,76,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601919&scale=1200&ma=no&datalen=80",GET,失败,72,Load failed
2026/8/3 14:28:28,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601919&scale=7200&ma=no&datalen=80",GET,失败,72,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601000&scale=240&ma=no&datalen=80",GET,失败,144,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601000&scale=1200&ma=no&datalen=80",GET,失败,143,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601000&scale=7200&ma=no&datalen=80",GET,失败,143,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601298&scale=240&ma=no&datalen=80",GET,失败,81,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601298&scale=1200&ma=no&datalen=80",GET,失败,80,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601298&scale=7200&ma=no&datalen=80",GET,失败,80,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000429&scale=240&ma=no&datalen=80",GET,失败,74,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000429&scale=1200&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:29,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz000429&scale=7200&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600886&scale=240&ma=no&datalen=80",GET,失败,141,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600886&scale=1200&ma=no&datalen=80",GET,失败,140,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600886&scale=7200&ma=no&datalen=80",GET,失败,137,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600900&scale=240&ma=no&datalen=80",GET,失败,76,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600900&scale=1200&ma=no&datalen=80",GET,失败,72,Load failed
2026/8/3 14:28:30,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600900&scale=7200&ma=no&datalen=80",GET,失败,73,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600795&scale=240&ma=no&datalen=80",GET,失败,80,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600795&scale=1200&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600795&scale=7200&ma=no&datalen=80",GET,失败,72,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600011&scale=240&ma=no&datalen=80",GET,失败,164,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600011&scale=1200&ma=no&datalen=80",GET,失败,162,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600011&scale=7200&ma=no&datalen=80",GET,失败,162,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601985&scale=240&ma=no&datalen=80",GET,失败,67,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601985&scale=1200&ma=no&datalen=80",GET,失败,69,Load failed
2026/8/3 14:28:31,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601985&scale=7200&ma=no&datalen=80",GET,失败,66,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz003816&scale=240&ma=no&datalen=80",GET,失败,69,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz003816&scale=1200&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sz003816&scale=7200&ma=no&datalen=80",GET,失败,68,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600938&scale=240&ma=no&datalen=80",GET,失败,127,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600938&scale=1200&ma=no&datalen=80",GET,失败,122,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600938&scale=7200&ma=no&datalen=80",GET,失败,121,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601857&scale=240&ma=no&datalen=80",GET,失败,85,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601857&scale=1200&ma=no&datalen=80",GET,失败,77,Load failed
2026/8/3 14:28:32,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601857&scale=7200&ma=no&datalen=80",GET,失败,84,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601088&scale=240&ma=no&datalen=80",GET,失败,70,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601088&scale=1200&ma=no&datalen=80",GET,失败,62,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601088&scale=7200&ma=no&datalen=80",GET,失败,68,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600941&scale=240&ma=no&datalen=80",GET,失败,128,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600941&scale=1200&ma=no&datalen=80",GET,失败,133,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh600941&scale=7200&ma=no&datalen=80",GET,失败,135,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601728&scale=240&ma=no&datalen=80",GET,失败,80,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601728&scale=1200&ma=no&datalen=80",GET,失败,79,Load failed
2026/8/3 14:28:33,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh601728&scale=7200&ma=no&datalen=80",GET,失败,77,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh561580&scale=240&ma=no&datalen=80",GET,失败,59,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh561580&scale=1200&ma=no&datalen=80",GET,失败,60,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh561580&scale=7200&ma=no&datalen=80",GET,失败,57,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh515080&scale=240&ma=no&datalen=80",GET,失败,97,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh515080&scale=1200&ma=no&datalen=80",GET,失败,96,Load failed
2026/8/3 14:28:34,"/api/sina/quotes_service/api/json_v2.php/CN_MarketData.getKLineData?symbol=sh515080&scale=7200&ma=no&datalen=80",GET,失败,96,Load failed
