时间,URL,方法,状态,耗时(ms),错误信息
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh600030,day,,,80,qfq",GET,失败,163,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh600030,week,,,80,qfq",GET,失败,163,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh600030,month,,,80,qfq",GET,失败,163,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,day,,,80,qfq",GET,失败,206,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,week,,,80,qfq",GET,失败,195,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,month,,,80,qfq",GET,失败,213,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,day,,,80,qfq",GET,失败,110,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,week,,,80,qfq",GET,失败,103,腾讯接口请求失败 (501)
2026/7/30 15:10:32,"/api/tencent/appstock/app/fqkline/get?param=sh601066,month,,,80,qfq",GET,失败,111,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,day,,,80,qfq",GET,失败,121,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,week,,,80,qfq",GET,失败,104,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,month,,,80,qfq",GET,失败,113,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,day,,,80,qfq",GET,失败,113,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,week,,,80,qfq",GET,失败,129,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000001,month,,,80,qfq",GET,失败,120,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,day,,,80,qfq",GET,失败,178,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,week,,,80,qfq",GET,失败,94,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,month,,,80,qfq",GET,失败,178,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,day,,,80,qfq",GET,失败,223,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,week,,,80,qfq",GET,失败,215,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sz000333,month,,,80,qfq",GET,失败,233,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sh600690,day,,,80,qfq",GET,失败,145,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sh600690,week,,,80,qfq",GET,失败,145,腾讯接口请求失败 (501)
2026/7/30 15:10:33,"/api/tencent/appstock/app/fqkline/get?param=sh600690,month,,,80,qfq",GET,失败,138,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600690,day,,,80,qfq",GET,失败,213,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600690,week,,,80,qfq",GET,失败,222,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600690,month,,,80,qfq",GET,失败,222,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,day,,,80,qfq",GET,失败,185,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,week,,,80,qfq",GET,失败,159,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,month,,,80,qfq",GET,失败,178,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,day,,,80,qfq",GET,失败,240,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,week,,,80,qfq",GET,失败,164,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sz000651,month,,,80,qfq",GET,失败,239,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600329,day,,,80,qfq",GET,失败,185,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600329,week,,,80,qfq",GET,失败,201,腾讯接口请求失败 (501)
2026/7/30 15:10:34,"/api/tencent/appstock/app/fqkline/get?param=sh600329,month,,,80,qfq",GET,失败,193,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sh600329,day,,,80,qfq",GET,失败,88,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sh600329,week,,,80,qfq",GET,失败,115,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sh600329,month,,,80,qfq",GET,失败,107,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,day,,,80,qfq",GET,失败,121,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,week,,,80,qfq",GET,失败,113,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,month,,,80,qfq",GET,失败,102,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,day,,,80,qfq",GET,失败,101,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,week,,,80,qfq",GET,失败,120,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000423,month,,,80,qfq",GET,失败,111,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,day,,,80,qfq",GET,失败,92,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,week,,,80,qfq",GET,失败,172,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,month,,,80,qfq",GET,失败,172,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,day,,,80,qfq",GET,失败,111,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,week,,,80,qfq",GET,失败,110,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000538,month,,,80,qfq",GET,失败,110,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000858,day,,,80,qfq",GET,失败,99,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000858,week,,,80,qfq",GET,失败,91,腾讯接口请求失败 (501)
2026/7/30 15:10:35,"/api/tencent/appstock/app/fqkline/get?param=sz000858,month,,,80,qfq",GET,失败,108,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000858,day,,,80,qfq",GET,失败,92,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000858,week,,,80,qfq",GET,失败,111,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000858,month,,,80,qfq",GET,失败,101,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,day,,,80,qfq",GET,失败,188,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,week,,,80,qfq",GET,失败,197,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,month,,,80,qfq",GET,失败,196,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,day,,,80,qfq",GET,失败,92,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,week,,,80,qfq",GET,失败,174,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sz000568,month,,,80,qfq",GET,失败,175,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sh600887,day,,,80,qfq",GET,失败,184,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sh600887,week,,,80,qfq",GET,失败,192,腾讯接口请求失败 (501)
2026/7/30 15:10:36,"/api/tencent/appstock/app/fqkline/get?param=sh600887,month,,,80,qfq",GET,失败,192,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh600887,day,,,80,qfq",GET,失败,105,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh600887,week,,,80,qfq",GET,失败,123,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh600887,month,,,80,qfq",GET,失败,123,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,day,,,80,qfq",GET,失败,90,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,week,,,80,qfq",GET,失败,99,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,month,,,80,qfq",GET,失败,192,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,day,,,80,qfq",GET,失败,158,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,week,,,80,qfq",GET,失败,147,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601919,month,,,80,qfq",GET,失败,177,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,day,,,80,qfq",GET,失败,171,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,week,,,80,qfq",GET,失败,171,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,month,,,80,qfq",GET,失败,171,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,day,,,80,qfq",GET,失败,183,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,week,,,80,qfq",GET,失败,203,腾讯接口请求失败 (501)
2026/7/30 15:10:37,"/api/tencent/appstock/app/fqkline/get?param=sh601000,month,,,80,qfq",GET,失败,214,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,day,,,80,qfq",GET,失败,87,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,week,,,80,qfq",GET,失败,115,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,month,,,80,qfq",GET,失败,99,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,day,,,80,qfq",GET,失败,93,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,week,,,80,qfq",GET,失败,101,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh601298,month,,,80,qfq",GET,失败,110,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,day,,,80,qfq",GET,失败,118,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,week,,,80,qfq",GET,失败,108,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,month,,,80,qfq",GET,失败,128,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,day,,,80,qfq",GET,失败,95,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,week,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sz000429,month,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh600886,day,,,80,qfq",GET,失败,170,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh600886,week,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:38,"/api/tencent/appstock/app/fqkline/get?param=sh600886,month,,,80,qfq",GET,失败,198,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600886,day,,,80,qfq",GET,失败,91,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600886,week,,,80,qfq",GET,失败,116,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600886,month,,,80,qfq",GET,失败,109,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,day,,,80,qfq",GET,失败,91,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,week,,,80,qfq",GET,失败,102,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,month,,,80,qfq",GET,失败,115,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,day,,,80,qfq",GET,失败,159,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,week,,,80,qfq",GET,失败,153,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600900,month,,,80,qfq",GET,失败,159,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600795,day,,,80,qfq",GET,失败,187,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600795,week,,,80,qfq",GET,失败,109,腾讯接口请求失败 (501)
2026/7/30 15:10:39,"/api/tencent/appstock/app/fqkline/get?param=sh600795,month,,,80,qfq",GET,失败,188,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600795,day,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600795,week,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600795,month,,,80,qfq",GET,失败,179,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,day,,,80,qfq",GET,失败,98,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,week,,,80,qfq",GET,失败,105,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,month,,,80,qfq",GET,失败,113,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,day,,,80,qfq",GET,失败,93,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,week,,,80,qfq",GET,失败,195,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh600011,month,,,80,qfq",GET,失败,205,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,day,,,80,qfq",GET,失败,201,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,week,,,80,qfq",GET,失败,190,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,month,,,80,qfq",GET,失败,176,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,day,,,80,qfq",GET,失败,176,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,week,,,80,qfq",GET,失败,176,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sh601985,month,,,80,qfq",GET,失败,175,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sz003816,day,,,80,qfq",GET,失败,177,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sz003816,week,,,80,qfq",GET,失败,193,腾讯接口请求失败 (501)
2026/7/30 15:10:40,"/api/tencent/appstock/app/fqkline/get?param=sz003816,month,,,80,qfq",GET,失败,183,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sz003816,day,,,80,qfq",GET,失败,94,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sz003816,week,,,80,qfq",GET,失败,112,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sz003816,month,,,80,qfq",GET,失败,119,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,day,,,80,qfq",GET,失败,76,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,week,,,80,qfq",GET,失败,84,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,month,,,80,qfq",GET,失败,92,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,day,,,80,qfq",GET,失败,89,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,week,,,80,qfq",GET,失败,108,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh600938,month,,,80,qfq",GET,失败,108,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh601857,day,,,80,qfq",GET,失败,130,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh601857,week,,,80,qfq",GET,失败,103,腾讯接口请求失败 (501)
2026/7/30 15:10:41,"/api/tencent/appstock/app/fqkline/get?param=sh601857,month,,,80,qfq",GET,失败,212,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601857,day,,,80,qfq",GET,失败,180,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601857,week,,,80,qfq",GET,失败,211,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601857,month,,,80,qfq",GET,失败,197,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,day,,,80,qfq",GET,失败,90,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,week,,,80,qfq",GET,失败,127,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,month,,,80,qfq",GET,失败,133,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,day,,,80,qfq",GET,失败,198,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,week,,,80,qfq",GET,失败,198,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh601088,month,,,80,qfq",GET,失败,188,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,day,,,80,qfq",GET,失败,169,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,week,,,80,qfq",GET,失败,155,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,month,,,80,qfq",GET,失败,175,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,day,,,80,qfq",GET,失败,171,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,week,,,80,qfq",GET,失败,170,腾讯接口请求失败 (501)
2026/7/30 15:10:42,"/api/tencent/appstock/app/fqkline/get?param=sh600941,month,,,80,qfq",GET,失败,171,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,day,,,80,qfq",GET,失败,209,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,week,,,80,qfq",GET,失败,184,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,month,,,80,qfq",GET,失败,202,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,day,,,80,qfq",GET,失败,91,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,week,,,80,qfq",GET,失败,124,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh601728,month,,,80,qfq",GET,失败,116,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,day,,,80,qfq",GET,失败,85,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,week,,,80,qfq",GET,失败,93,腾讯接口请求失败 (501)
