时间,URL,方法,状态,耗时(ms),错误信息
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,month,,,80,qfq",GET,失败,106,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,day,,,80,qfq",GET,失败,118,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,week,,,80,qfq",GET,失败,125,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh561580,month,,,80,qfq",GET,失败,124,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh515080,day,,,80,qfq",GET,失败,109,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh515080,week,,,80,qfq",GET,失败,188,腾讯接口请求失败 (501)
2026/7/30 15:10:43,"/api/tencent/appstock/app/fqkline/get?param=sh515080,month,,,80,qfq",GET,失败,189,腾讯接口请求失败 (501)
2026/7/30 15:10:44,"/api/tencent/appstock/app/fqkline/get?param=sh515080,day,,,80,qfq",GET,失败,198,腾讯接口请求失败 (501)
2026/7/30 15:10:44,"/api/tencent/appstock/app/fqkline/get?param=sh515080,week,,,80,qfq",GET,失败,185,腾讯接口请求失败 (501)
2026/7/30 15:10:44,"/api/tencent/appstock/app/fqkline/get?param=sh515080,month,,,80,qfq",GET,失败,177,腾讯接口请求失败 (501)
